id,bilissel_performans_skoru
115,7.134243691395726
116,8.163885810354069
117,7.756582667640541
118,7.467418271203941
119,8.675342950153617
120,3.3603909094543356
121,1.4380689865159137
122,6.2540463601628336
123,7.327720131146152
124,3.7503169771900815
125,3.313258246086045
126,7.939244238306215
127,4.4087493217184806
128,7.068647320358401
129,4.645535187679036
130,8.330273988397044
131,5.683517354693893
132,5.998274951602594
133,4.598555171835784
134,6.777812145090924
135,7.35227923435095
136,7.531470011652144
137,7.361998017968518
138,6.4604362550251775
139,4.472732267408028
140,6.305907731801674
141,7.38251286212938
142,5.0577538773432575
143,3.5089372066253603
144,4.642199777308978
145,6.061801945131491
146,8.306936292480753
147,6.213608199113898
148,8.055462630284763
149,3.279351930893679
150,6.6808559160883645
151,8.025013010730033
152,2.699949354367467
153,5.243094722360325
154,7.924027554074194
155,5.9785617900489765
156,8.510666761877637
157,4.370171891554215
158,4.920876069080815
159,4.98971633140877
160,4.490331356333366
161,4.228805388598399
162,6.240183329015671
163,4.526018102263271
164,4.123552826165722
165,8.751949199369372
166,5.920221620496546
167,8.31727681530524
168,4.1112065064939
169,7.844964294471917
170,7.646993289399756
171,6.871325114625704
172,7.637541234191438
173,3.248867816728097
174,4.668744610677717
175,7.919633880091751
176,6.07441541942139
177,6.2036299754118005
178,5.866359449071862
179,1.4848706207209246
180,6.144488215751846
181,3.1875714936619124
182,3.301321497958099
183,3.748708699253524
184,4.191447501076581
185,9.090451486189503
186,6.052145465084757
187,4.724064644689967
188,9.210162095818587
189,5.96595524933345
190,5.8855634616474735
191,4.127633961202276
192,2.8477812450257325
193,5.5137415826318845
194,4.045504244166795
195,8.975283216803723
196,8.206759526271153
197,6.776976247823086
198,7.322121872497871
199,6.774496684189373
200,2.796784754092379
201,8.798839798020058
202,6.7840152523246156
203,5.545839983732532
204,4.391178145636785
205,8.778232759776095
206,6.103375671206558
207,6.435444143645645
208,3.781248875370299
209,6.2224052484955745
210,6.404973191873114
211,4.679853317549415
212,8.339632740584639
213,3.0347471698284427
214,5.305093430120983
215,6.51970987026254
216,9.42308612588092
217,8.238868920152099
218,4.25396425740968
219,5.5230942359686965
220,5.135438279724744
221,1.0322910360036703
222,5.4973736579146255
223,2.8725187083768517
224,8.09494190614328
225,5.837231175689281
226,8.201777496620355
227,7.649337716322578
228,5.26635070712823
229,3.5700815607795406
230,2.951470921289371
231,7.423764169180327
232,7.421769797241599
233,3.8526019423335036
234,1.2086649253523418
235,6.532637174524121
236,5.506052110008485
237,7.070784212839338
238,6.1647670695204315
239,7.619752055499782
240,3.9596128684496286
241,9.04571117202046
242,6.5145353398273125
243,4.709662559949423
244,4.641689109571201
245,4.2955433135830265
246,1.9099212906595169
247,7.552587342675419
248,5.995939016142225
249,7.102791544854265
250,8.57232599870697
251,6.368733897070675
252,6.931140716401595
253,7.191231475800504
254,5.561493863835647
255,2.1611599434107447
256,8.716324763844517
257,4.524220084366097
258,4.645019120668565
259,6.368947396469042
260,6.399131471101626
261,2.109185393827127
262,5.377041425854643
263,5.960368474645135
264,4.722428494763532
265,4.400504219626287
266,6.163661886733658
267,4.616024677686664
268,8.901237662279312
269,7.369439784182503
270,2.068993526023049
271,5.183695816867017
272,9.44291350079652
273,3.6195181013556392
274,5.335506124539832
275,9.254215333218903
276,6.061956717859362
277,9.28973314576218
278,5.378449662579767
279,3.9394044365362695
280,2.628697595764369
281,5.155962260236792
282,8.776576501645934
283,6.274370151234414
284,6.0390178702003725
285,7.6513545546758674
286,3.337215331066511
287,3.2045441678246918
288,8.181460314052115
289,3.6178013095763255
290,4.4239512018456955
291,3.2162672148627025
292,3.7230209424241485
293,5.3534467007315705
294,8.768494804288386
295,7.365248972740065
296,4.755321129340436
297,6.326877641274537
298,7.685413273412706
299,4.678615041885504
300,4.444111342086863
301,8.59807854360393
302,3.2395029776532835
303,7.582178134360202
304,3.598191079426132
305,8.724953812836205
306,8.0958756236227
307,6.960711038981529
308,5.1600901709702205
309,5.063041447691439
310,4.451986492649605
311,5.433726372833143
312,5.189134039026547
313,9.391953534173577
314,6.967829321342826
315,5.409065958484587
316,5.688477876636433
317,2.392711048958132
318,5.271037109019634
319,5.067756906239626
320,4.3813627158780895
321,5.616573425612212
322,5.392063054365001
323,3.671818895799697
324,4.965971531101364
325,7.739966169705202
326,7.409003768377708
327,6.590145737784006
328,6.885655772633608
329,3.7166982040395076
330,8.910157279779627
331,9.150642057456304
332,6.756312191207777
333,4.825446661454449
334,8.818555376625154
335,6.692908368621901
336,5.666150356680389
337,5.391688366043801
338,7.574553975988034
339,5.156614571848452
340,6.856800794230117
341,3.7761944313995834
342,2.4776441408422407
343,7.09029340408256
344,4.461950456587693
345,5.7122879053027065
346,5.987911371415235
347,5.843857294034676
348,6.084859722873474
349,4.4168393357402
350,4.226509516213147
351,6.455706226164075
352,4.587670728111485
353,7.325752268107934
354,6.525107794674603
355,3.387939565402125
356,5.591347409992757
357,6.551589806223248
358,5.640510215688578
359,3.338673900872911
360,8.400132498410242
361,6.935118150289726
362,5.120992670389041
363,1.7235282688911462
364,3.0826286687001505
365,6.629844462266791
366,5.6435343679505685
367,3.733033107533911
368,7.001981622615546
369,6.3521472293256895
370,4.012944541087384
371,8.394614674662094
372,6.5248175830560635
373,6.679992778308086
374,4.152366124612566
375,6.169218197297351
376,7.711430202653007
377,6.035994759757538
378,7.933956210150006
379,6.545308294527558
380,8.60986709588258
381,8.804303808322157
382,3.3523683823461647
383,3.860439262389955
384,6.759387458104332
385,7.733408852016491
386,6.5594396279685965
387,9.202345084835393
388,7.630462757986122
389,9.808995725405293
390,6.3433549688057616
391,5.3348285858467825
392,3.8367777579836164
393,3.9850882428658343
394,8.639768942594348
395,5.323582686403847
396,5.554173272870641
397,5.796420727502133
398,0.563443942699271
399,8.64349163944094
400,6.8220484339847
401,7.717247315649734
402,3.2133181323124904
403,4.213872958096421
404,7.024485043609332
405,7.925089331893341
406,4.034925810605037
407,5.573631760287287
408,5.69960913910513
409,6.258127922785392
410,5.231047264710841
411,4.7465471167213416
412,6.777062233156141
413,5.675558177271691
414,6.8057069947230655
415,4.863473374666549
416,5.1523171777428685
417,5.154860430160802
418,6.189148208402776
419,6.0440470178424786
420,2.9922644963562877
421,3.9776617762383633
422,6.398928483175848
423,4.3063004391800215
424,2.8723185378129803
425,6.255025750708852
426,5.022340910564991
427,3.320640187123621
428,4.1277870860579275
429,6.05009489656043
430,6.016362977373266
431,7.644954798935024
432,6.555020849276197
433,7.771639969700313
434,4.268838242326952
435,4.82493610602237
436,5.115054750243776
437,6.461904619352846
438,7.369631168315505
439,3.7816426663457703
440,7.777963136675029
441,7.756515728738678
442,2.709338737225434
443,6.3407939631417145
444,5.062603501737685
445,2.171665920891181
446,3.944532578201415
447,8.000479638462174
448,2.15078745825902
449,8.754051845970181
450,6.116659031879284
451,7.666689754190973
452,7.337753372113874
453,8.498403158293511
454,5.816753522390728
455,4.513663741047502
456,7.704301112361291
457,5.11732358875147
458,4.831904297415802
459,6.536417039884175
460,6.781570808464217
461,4.182627985577632
462,7.4378012760151595
463,9.119320686941327
464,4.842135528849606
465,5.534030816548834
466,8.232528340773158
467,6.515279171963031
468,5.383944679037011
469,5.113386168258478
470,6.3491399872995045
471,5.874985911375223
472,6.893716985884431
473,8.69575651900434
474,4.235686926641691
475,4.418915606292084
476,4.819374180177405
477,7.532230618571121
478,6.569233088056386
479,8.08554030790341
480,4.389923168378183
481,6.456245535274549
482,8.326575177197213
483,4.439080799207159
484,5.847777921110959
485,7.5806600666264
486,7.400485607219364
487,2.3021566028997618
488,6.577596762107708
489,6.503814338288679
490,5.675629517154057
491,9.971049168095748
492,2.8797189408079644
493,6.2367132593187815
494,1.108663149985803
495,6.324138561715481
496,6.971382751768191
497,6.661000569022476
498,7.278501499207559
499,3.8615329746943146
500,6.576088834561953
501,4.907943652082266
502,4.744710549071054
503,8.480328332621411
504,4.9402928964650945
505,3.7925529005570158
506,5.118628923236928
507,7.51400945795489
508,6.516382598735135
509,8.404586878520353
510,2.4565819003418468
511,8.537440174297481
512,6.544078169550464
513,4.209711241516564
514,7.012321897972896
515,5.040506738179786
516,8.967200214599185
517,4.85717348898771
518,6.271095388643761
519,4.043063556731827
520,3.412427870785025
521,7.907360846513063
522,6.138811589957876
523,1.8536147372436211
524,9.226140188750731
525,7.309080587792043
526,4.8060345212735935
527,4.494709349468223
528,3.59977274685189
529,7.710862061045703
530,7.680620499009064
531,6.247442905388279
532,1.846915738901032
533,9.031192332281835
534,8.556075529432638
535,6.624268295585137
536,6.041936933263206
537,6.959766443514097
538,8.684408058974494
539,2.682694312584312
540,4.451005648561895
541,5.460190985761208
542,7.262184988293322
543,8.220644073761989
544,6.9116883236559685
545,9.677392539848428
546,4.744357992731693
547,4.626879386347426
548,7.320745813926948
549,6.31189004552259
550,7.230956092704761
551,4.669803012775202
552,7.338717086358874
553,8.946902244171968
554,6.697415332284852
555,6.594315882177014
556,7.921583509310258
557,5.62316030389397
558,5.713290528375869
559,4.395756527513362
560,3.199499337250212
561,8.927151934534345
562,8.116890617507751
563,6.19491252414969
564,6.221301117970728
565,4.7722200923424145
566,2.9363220087812607
567,7.506775455528405
568,6.436468164375401
569,4.593275922347133
570,8.452333417764974
571,5.985889233455672
572,8.470502976334208
573,4.90922591554027
574,8.820414071489088
575,5.820268770250931
576,4.866424446993347
577,7.401871918949315
578,4.399267793189716
579,6.693342502806279
580,6.035522298287076
581,7.049024842495807
582,4.257735678323892
583,4.958930733803636
584,4.544128019413871
585,6.545303841218994
586,5.930905420591546
587,4.431133118236779
588,5.442803580005469
589,5.638439222563351
590,7.20992063325042
591,4.188746507526172
592,3.2663660633895764
593,7.27852827019484
594,6.068255665718859
595,6.2826211513839185
596,9.780840838133749
597,5.359508674196462
598,3.096294193840729
599,6.718216005047577
600,7.974699873001253
601,7.761608993253073
602,4.191655980146806
603,5.326978443543757
604,2.631225352528933
605,1.491741610207758
606,8.404494822081055
607,6.321116442783646
608,5.332592883876884
609,5.464574889798991
610,5.9167588714268335
611,5.23874614459026
612,4.762159690111002
613,6.708489392967488
614,3.707674255941865
615,6.554735267670284
616,8.18346643271618
617,7.190904082867466
618,7.952397764234266
619,1.4538664283469174
620,5.689268404735929
621,4.5213224715835825
622,4.659311435538581
623,2.1704326867198946
624,8.285279066038768
625,5.807756136778573
626,4.881612638644105
627,6.42670832792113
628,4.679338739604943
629,5.489056693880276
630,5.292723067467694
631,6.648371840603162
632,4.553530530908248
633,8.423620816279621
634,5.934962833185454
635,2.679581650138216
636,4.731714041000598
637,7.858767992819893
638,5.282128888030655
639,4.910031729901736
640,5.631864323907814
641,3.4308193826581146
642,8.974613899301803
643,3.823446083954763
644,5.975838021965486
645,5.2124114884353805
646,4.375465881176734
647,9.807685842227029
648,6.62444683840299
649,7.468518456950715
650,3.2999099412398674
651,9.85183343988424
652,5.938765874052127
653,4.443120628159952
654,5.124798449075017
655,6.890944586925286
656,5.49588558372104
657,7.782416048609646
658,7.9328821514482515
659,7.011688701425722
660,3.565453850262091
661,3.4271192847228757
662,7.090476539994524
663,7.5316013979382745
664,7.437499587167377
665,4.919105287780863
666,9.261555753216316
667,4.419319622572472
668,6.2962557310016845
669,6.446512807393468
670,8.348261371328556
671,5.0899328182064005
672,7.140360229337467
673,5.155649435758644
674,8.072432600154842
675,7.1114160581873
676,8.190607103850796
677,5.811942878901735
678,8.3927281488593
679,3.754782475302147
680,8.007660722783134
681,2.4888081182211605
682,5.625834542836565
683,3.5424718017547527
684,8.557416327715897
685,3.503623458721918
686,6.667069901772678
687,5.382436456751759
688,6.2708753489835605
689,8.649339643889217
690,6.51298335472711
691,6.811762311470673
692,5.587153435487225
693,5.243968517815716
694,5.416370861954401
695,8.337886762825981
696,5.682407580744756
697,7.122496105411603
698,6.336101949653008
699,2.4262145473692045
700,4.074723898996898
701,8.696190686756937
702,4.53263080479513
703,4.251777013487784
704,2.6114883515945437
705,6.951021439351294
706,7.82454343573016
707,3.3990621863277224
708,6.878968080489003
709,7.697982896882273
710,3.8621569796321675
711,7.995777373548446
712,8.022744326772127
713,9.247215085726879
714,6.737577036615175
715,3.9046099077267953
716,2.3542561100125536
717,3.9963044384153488
718,6.813800293973366
719,5.173194741263841
720,6.045122834576247
721,6.047595554850503
722,5.87156144745099
723,8.179739607834803
724,9.77094899464891
725,3.5361722253569554
726,6.083945682949385
727,6.929927379077503
728,6.300517656300325
729,6.19847162261858
730,4.637659465318937
731,8.215719158808593
732,9.458543136610936
733,3.8760106469413076
734,2.4834342416655324
735,7.624961751444112
736,7.51616875717435
737,5.547288608878892
738,5.244585263987836
739,4.64454920575024
740,4.576973443587576
741,5.595850265183877
742,8.019568251842575
743,7.382670667248959
744,7.596364405462202
745,4.756405518321926
746,2.9538261160595547
747,8.833447931841391
748,5.420421625565576
749,8.127861160357188
750,6.355238494289064
751,3.8057696897558793
752,7.743391494666504
753,7.6853350581676185
754,4.708013370268965
755,6.597936930107868
756,8.015482897495678
757,3.9848206485877973
758,3.0391370225669965
759,4.201873519345806
760,8.247352161611465
761,5.553177018156657
762,6.346285215223313
763,5.6062845999896345
764,6.866143335613683
765,9.092667973644
766,8.38789406585002
767,7.9142576829582
768,3.2006471627879796
769,1.145627328330476
770,7.124843451871242
771,6.537227206135365
772,4.924888647300075
773,6.54621522587593
774,7.130040815515152
775,5.059200707107211
776,7.105505377372089
777,5.531337800433236
778,4.407879773995455
779,6.163343397365659
780,4.2854462662862725
781,7.329216287254903
782,7.7865560028626986
783,8.489808889317978
784,4.920948512678423
785,7.525676858328824
786,6.251250004650605
787,5.372941997506052
788,6.945059145207277
789,4.311151580721507
790,7.3633608023327755
791,5.827211137086939
792,6.090600805605822
793,7.900503581800562
794,8.401857934383314
795,5.969216182231869
796,4.993952054988883
797,5.111537601594082
798,2.7576543446942376
799,7.162010831125261
800,5.924270286742823
801,5.085181216308514
802,6.795658599250298
803,6.57676743225996
804,6.120627323632003
805,5.7761109078728605
806,4.547514326773214
807,8.032465559569882
808,3.51361058364346
809,6.414656332503939
810,5.497720446188911
811,8.77707541423479
812,9.029531276652994
813,5.74400544883401
814,7.187582035130558
815,3.5490327680038534
816,5.8080257827872295
817,4.210568348280902
818,2.905496184652825
819,5.289157186321573
820,4.956831180395045
821,7.18059992346817
822,5.847362532821741
823,5.812013219130468
824,5.5811856995710505
825,3.5023620904125017
826,5.554608715002647
827,4.681519449819471
828,7.252291737354913
829,6.1364840092135875
830,4.381699696329888
831,5.028006530923799
832,7.868549584305223
833,5.387613281075617
834,5.977122831413036
835,8.876727351133699
836,3.4069403240915217
837,6.791260989028309
838,4.634876881710852
839,6.896832723370599
840,6.657798090385677
841,8.329776375649885
842,8.095248302414628
843,7.227234084031481
844,7.239433959609566
845,4.110221237334073
846,5.17139546995353
847,5.253580360056822
848,7.338045407696784
849,3.2976008641518586
850,3.1935625337971008
851,8.271249108046986
852,7.163695273779828
853,6.117724059569066
854,7.513614709300138
855,10.019360472053993
856,3.6649486465294965
857,2.5284563546861705
858,3.373401692673666
859,5.550809858614826
860,8.08861654913587
861,7.081205675927098
862,6.300157704255608
863,6.016933209218186
864,6.623923418226578
865,5.1505291639617745
866,9.067643828366947
867,4.1618767438690485
868,4.008452305801164
869,2.849326389593529
870,6.268175646310801
871,6.640833671339286
872,6.610812026860402
873,7.449367595221346
874,4.446660204832392
875,9.51280709610271
876,4.096712863568369
877,7.428275262224984
878,4.574812373979363
879,7.778903874836947
880,7.2554128003573295
881,7.002081006549189
882,7.765747837713048
883,5.555728756000148
884,7.916922220350045
885,3.515632527091466
886,2.392279658809959
887,3.1690999262896065
888,3.8856885397709537
889,5.172139803459057
890,7.691716456484736
891,6.5203065294120215
892,7.0512508165356484
893,5.5381460567405005
894,7.199693177487247
895,6.525264638156924
896,3.741075517539539
897,4.57455271286165
898,4.91121218010278
899,8.51198789106397
900,8.90234748480925
901,6.83630989866104
902,4.3762626025581435
903,9.20094803528034
904,1.15645381815955
905,4.988524434837473
906,7.833712847447189
907,7.635152898941552
908,3.88095569517019
909,3.910900436684858
910,7.061654553819351
911,2.6292492693675023
912,9.64708987132212
913,7.352201123753209
914,5.659542854091357
915,5.370034326896119
916,3.351070947416017
917,5.802652071039221
918,7.136807175751157
919,4.554287926518219
920,6.246133704903137
921,7.106513437673213
922,7.067881863806381
923,7.105405930750839
924,5.097441104199714
925,8.23986194552496
926,8.223836397386886
927,7.830630688782323
928,6.117644025450014
929,8.559410349180474
930,5.558591686827558
931,9.335818683254827
932,7.510894614012627
933,4.318131720501104
934,2.991200853147401
935,3.0933014052307635
936,2.8761345313734887
937,7.941108175227862
938,6.894958820034905
939,7.284405248713805
940,3.505401165543897
941,6.958320397305666
942,2.0865303105691124
943,9.39069251185139
944,5.896932066556183
945,7.839258641719221
946,7.535764009844482
947,8.151483067135002
948,9.675800869350265
949,6.124995809845689
950,7.179299012593159
951,4.815020657204663
952,4.254751859154426
953,5.69625392471322
954,3.854461812023835
955,6.03286564243757
956,6.5230567511896425
957,4.326296984846104
958,2.6716804489668027
959,3.8002884761461218
960,4.087756449562336
961,7.77212211622294
962,8.641495054286125
963,4.465234634928336
964,7.882757539672625
965,3.206173962333851
966,6.249633423710177
967,3.814476804301187
968,5.042432179516217
969,5.556986171647419
970,4.176769900392452
971,5.598993174308603
972,6.361908089778879
973,7.106808309640047
974,4.3259437134485275
975,7.002234875281873
976,5.148172652568704
977,4.550584053045105
978,8.293710021813766
979,5.612423797059811
980,5.362965104173083
981,7.744884879426604
982,8.944708917672736
983,9.245754005370458
984,6.240616020623539
985,1.919543162338812
986,8.177534952821224
987,8.444905985179151
988,1.6266217232461901
989,4.22948547356888
990,5.05325728898578
991,5.661744935823399
992,4.287473328321556
993,6.7180467333704685
994,4.408830499226574
995,6.9615245037984685
996,4.45485526426288
997,7.880955148411863
998,3.93120174184742
999,4.656422699950688
1000,6.191708019205049
1001,4.995754494128937
1002,7.357717146664079
1003,6.85504347897838
1004,7.760531783862899
1005,4.936010539207837
1006,4.358988412557257
1007,5.568277438059865
1008,7.409293487976753
1009,4.74969596793316
1010,6.546430606825292
1011,5.500749172348635
1012,7.3205756236442845
1013,5.9730926138517395
1014,6.518266685941394
1015,7.613130315942629
1016,8.661739740027643
1017,8.220881691129641
1018,9.57401894352314
1019,6.102663288368199
1020,4.886702341815581
1021,3.7833474344647278
1022,4.220945230430124
1023,6.909475901501905
1024,5.098304441048481
1025,6.345290406776119
1026,7.699658616357052
1027,6.656953598865308
1028,5.439639774914773
1029,3.2730617665890573
1030,5.73401190193698
1031,8.141273484145835
1032,7.739017311029568
1033,8.836758123011048
1034,8.406264139936091
1035,6.703500453332328
1036,5.1090831274362065
1037,7.9748444031454415
1038,5.278124075504431
1039,7.957839502740079
1040,7.826425089262187
1041,6.10657210909425
1042,5.850548090149612
1043,6.460288856214381
1044,8.608336690873381
1045,5.490616838950837
1046,4.9343663019934185
1047,6.630021663118327
1048,3.4061696412864175
1049,4.451690132963633
1050,6.962972634158175
1051,8.60547624533483
1052,6.302437264246221
1053,3.458657996333412
1054,5.9893066182373325
1055,3.3669505210383797
1056,4.399491305766976
1057,2.7438962927135058
1058,7.753869527868984
1059,6.47404770857469
1060,5.215574404215893
1061,9.223639937666078
1062,7.263948636223854
1063,5.098581609843875
1064,6.084775416864618
1065,4.945347654678531
1066,5.368339670100307
1067,8.399234819509347
1068,7.662814209863418
1069,8.714485073029286
1070,6.185334082911831
1071,9.603232151647532
1072,7.236353321682518
1073,5.913217520241375
1074,9.214567476991705
1075,7.711904992869823
1076,4.453482255087245
1077,5.6649803261842955
1078,7.569126857869455
1079,4.047813925027275
1080,4.496494352725754
1081,10.006469633343281
1082,6.702097734673237
1083,4.8761032747262485
1084,3.293824972966541
1085,5.077094758227199
1086,4.1732109823859735
1087,3.9799904186575414
1088,3.228956358692091
1089,2.639287308671593
1090,7.772149230712637
1091,3.679545998408833
1092,5.377140668633082
1093,6.512604652316488
1094,6.640896753039518
1095,5.9992105375221385
1096,9.045397448326085
1097,5.83672925207112
1098,5.146374412687926
1099,5.6973094612471655
1100,5.392061072457612
1101,5.79300889565581
1102,7.333552818137815
1103,3.7984225647632517
1104,5.442945434285429
1105,6.187864035752416
1106,5.8874793183665215
1107,8.413577110792716
1108,5.661109166540915
1109,8.72526398707498
1110,4.4098805221306385
1111,3.124777111719033
1112,4.207977750396043
1113,6.939091355363879
1114,2.9744076285259435
1115,4.948983352027163
1116,2.093502774033289
1117,6.085216184419245
1118,5.789978928867807
1119,9.597717582044455
1120,8.596033389321494
1121,8.50753491996256
1122,6.721871914080707
1123,6.693618727830258
1124,5.538034158125908
1125,3.2155877827208803
1126,5.464937968624112
1127,2.5491589133720023
1128,8.157748503857642
1129,3.1631131745586814
1130,5.891404725311672
1131,3.107064213198262
1132,6.508874238777392
1133,6.3462033762592
1134,3.2118465740499387
1135,5.679558606357456
1136,7.357079823925924
1137,4.01776073403783
1138,4.019404829307067
1139,6.980568656373523
1140,7.188338586601882
1141,5.157600714213528
1142,2.468924469427479
1143,7.780611236585504
1144,4.324812012051378
1145,2.2366975437459673
1146,8.356590092004927
1147,1.563692835499343
1148,3.4581923991707355
1149,5.851990659689043
1150,6.581683587415615
1151,7.904713966954524
1152,6.447640424205047
1153,5.1829242837386
1154,3.8557376531762757
1155,4.995897019265289
1156,4.883501783089995
1157,4.9878127915962285
1158,3.711145054382661
1159,3.1168184736605964
1160,6.174457153281282
1161,6.6179920065542746
1162,7.061022978660868
1163,7.085158062476826
1164,4.796652194867102
1165,7.541509914011229
1166,7.030594204736196
1167,6.853611024301801
1168,6.270875151520703
1169,5.740151626531706
1170,5.836426105827122
1171,5.342963611456582
1172,6.784181239141281
1173,3.8466283796487204
1174,6.627597241031806
1175,3.8976757550131302
1176,4.0077400891548995
1177,4.900425141581778
1178,6.243301490465643
1179,6.949145226180193
1180,3.332870106912758
1181,5.708981295728434
1182,9.625804927386493
1183,3.327781917547338
1184,3.7784832164802524
1185,7.35023194972131
1186,5.057392946395996
1187,4.592946163080105
1188,7.575337588183844
1189,4.580275133206462
1190,7.335973611114846
1191,3.42785643153965
1192,4.993067895657817
1193,4.005287627674865
1194,7.453241487611239
1195,3.968535409931214
1196,2.307431300175237
1197,8.009753092539105
1198,4.441117514277259
1199,6.5160483438743935
1200,3.0342567480478095
1201,6.126322937204463
1202,8.605869149957604
1203,5.325179768197861
1204,7.311345453725062
1205,4.988064577775579
1206,6.167193115439011
1207,4.188088993999142
1208,6.128390109799975
1209,8.015575245289899
1210,6.571559654562695
1211,7.827467005779658
1212,5.975678943752411
1213,8.831244070448982
1214,7.274424625859222
1215,5.533491560201501
1216,4.461489973833768
1217,7.3993240746373035
1218,3.370181872113014
1219,4.614051001541538
1220,7.769339189217588
1221,5.79813519641838
1222,7.188610015288193
1223,5.253925894856641
1224,5.199615064648206
1225,7.472870130571439
1226,8.654670172272382
1227,7.167577081931648
1228,3.532271481845021
1229,6.811028315289704
1230,7.040642323420534
1231,10.057427087564493
1232,6.4363403245166
1233,7.95792098179482
1234,6.573054752898611
1235,6.804196197407316
1236,8.443244050525516
1237,3.5111673702513695
1238,7.843607901207873
1239,3.7303185466164344
1240,7.542197600213591
1241,5.82837559095839
1242,5.861308461174715
1243,2.603968013127476
1244,6.893195075644186
1245,4.635733022882616
1246,5.397977498166877
1247,5.346803351398852
1248,4.495016621843759
1249,6.394204598275465
1250,4.836394113668539
1251,8.444101594707474
1252,5.486413594221247
1253,8.885648100134432
1254,3.5267599965389813
1255,5.410515339624371
1256,6.873673896515506
1257,5.540307224925997
1258,4.414272808183679
1259,6.336109584398288
1260,6.09810349727596
1261,8.754782133618194
1262,8.234742597300476
1263,5.925554441260976
1264,8.515688400889267
1265,6.660885376126692
1266,7.588279121906352
1267,8.993048566308458
1268,8.262385906967912
1269,7.408288379366344
1270,9.653350269926253
1271,6.229553042302318
1272,4.258700875391022
1273,5.270136382086008
1274,7.258231207201767
1275,8.058643175587099
1276,5.496249120253706
1277,1.2493812982204686
1278,5.442541678091849
1279,4.1292940665239595
1280,5.790665850690207
1281,4.656192279967358
1282,6.108736153886911
1283,3.361030265073134
1284,6.203032161197739
1285,6.021856005341533
1286,2.5690923589846464
1287,4.856422812505001
1288,6.215105654790098
1289,7.796036181392638
1290,3.0971689971166803
1291,8.148173842362352
1292,5.601798887632553
1293,4.863607217140269
1294,3.456388242778001
1295,7.334612710829083
1296,8.036730207159321
1297,4.532389153781631
1298,2.7622009049283287
1299,2.9272920773781888
1300,7.751744569982447
1301,7.1674372857610456
1302,6.080468049875918
1303,6.504255795652918
1304,3.8602793064077754
1305,6.995850689432851
1306,3.954077883671673
1307,5.3764469587853485
1308,6.081155367422227
1309,5.984107749631219
1310,5.065499212915825
1311,1.5709453197881984
1312,6.88368746896442
1313,5.2532500059454845
1314,7.725213904238293
1315,2.4905981939169033
1316,8.747192175216783
1317,1.9498794013106253
1318,2.621007216040898
1319,1.97019176249851
1320,7.673622885542629
1321,3.7932546760386425
1322,4.995984374100293
1323,6.035760965770812
1324,5.719951057634338
1325,8.731934733813006
1326,8.801640448387518
1327,5.461501450622446
1328,2.458282853745868
1329,6.7950192384697745
1330,5.479142328296163
1331,7.663575182148557
1332,8.177693513580358
1333,7.633700010677144
1334,5.686193059979164
1335,4.789592930609944
1336,5.827764015779797
1337,3.2943107624581955
1338,4.945057174786463
1339,6.420470339795991
1340,6.3555826749753805
